"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)",
"1400000US17031301200","Census Tract 3012, Cook County, Illinois","35259","8122",
"1400000US17031301600","Census Tract 3016, Cook County, Illinois","28484","5407",
"1400000US17031301701","Census Tract 3017.01, Cook County, Illinois","30742","11910",
"1400000US17031301702","Census Tract 3017.02, Cook County, Illinois","43771","6643",
"1400000US17031301801","Census Tract 3018.01, Cook County, Illinois","37000","5739",
"1400000US17031301802","Census Tract 3018.02, Cook County, Illinois","31875","5444",
"1400000US17031301803","Census Tract 3018.03, Cook County, Illinois","32208","6649",
"1400000US17031310200","Census Tract 3102, Cook County, Illinois","75054","15161",
"1400000US17031310300","Census Tract 3103, Cook County, Illinois","51607","13096",
"1400000US17031310400","Census Tract 3104, Cook County, Illinois","81618","25275",
"1400000US17031310500","Census Tract 3105, Cook County, Illinois","45417","18645",
"1400000US17031310600","Census Tract 3106, Cook County, Illinois","47097","20909",
"1400000US17031310700","Census Tract 3107, Cook County, Illinois","57774","7643",
"1400000US17031310800","Census Tract 3108, Cook County, Illinois","56011","10148",
"1400000US17031310900","Census Tract 3109, Cook County, Illinois","41929","12071",
"1400000US17031320100","Census Tract 3201, Cook County, Illinois","109167","20435",
"1400000US17031320400","Census Tract 3204, Cook County, Illinois","168958","36734",
"1400000US17031320600","Census Tract 3206, Cook County, Illinois","102125","14360",
"1400000US17031330100","Census Tract 3301, Cook County, Illinois","115484","15595",
"1400000US17031330200","Census Tract 3302, Cook County, Illinois","81389","9755",
"1400000US17031340300","Census Tract 3403, Cook County, Illinois","33333","12357",
"1400000US17031340400","Census Tract 3404, Cook County, Illinois","50256","3377",
"1400000US17031340500","Census Tract 3405, Cook County, Illinois","23854","6880",
"1400000US17031340600","Census Tract 3406, Cook County, Illinois","13625","3280",
"1400000US17031350100","Census Tract 3501, Cook County, Illinois","44896","9572",
"1400000US17031350400","Census Tract 3504, Cook County, Illinois","13676","2979",
"1400000US17031351000","Census Tract 3510, Cook County, Illinois","44770","15114",
"1400000US17031351100","Census Tract 3511, Cook County, Illinois","11523","1765",
"1400000US17031351400","Census Tract 3514, Cook County, Illinois","16607","4130",
"1400000US17031351500","Census Tract 3515, Cook County, Illinois","16250","14245",
"1400000US17031360200","Census Tract 3602, Cook County, Illinois","31674","6191",
"1400000US17031380100","Census Tract 3801, Cook County, Illinois","16736","3916",
"1400000US17031380200","Census Tract 3802, Cook County, Illinois","27724","5269",
"1400000US17031380500","Census Tract 3805, Cook County, Illinois","20541","2712",
"1400000US17031380700","Census Tract 3807, Cook County, Illinois","43250","15814",
"1400000US17031381200","Census Tract 3812, Cook County, Illinois","37059","18614",
"1400000US17031381400","Census Tract 3814, Cook County, Illinois","42960","12441",
"1400000US17031381500","Census Tract 3815, Cook County, Illinois","18906","6997",
"1400000US17031381700","Census Tract 3817, Cook County, Illinois","-","**",
"1400000US17031381800","Census Tract 3818, Cook County, Illinois","40833","13844",
"1400000US17031381900","Census Tract 3819, Cook County, Illinois","52641","2499",
"1400000US17031390100","Census Tract 3901, Cook County, Illinois","80234","33452",
"1400000US17031390200","Census Tract 3902, Cook County, Illinois","87500","17723",
"1400000US17031390300","Census Tract 3903, Cook County, Illinois","22451","2933",
"1400000US17031390400","Census Tract 3904, Cook County, Illinois","25553","9847",
"1400000US17031390500","Census Tract 3905, Cook County, Illinois","46442","5941",
"1400000US17031390600","Census Tract 3906, Cook County, Illinois","51849","10767",
"1400000US17031390700","Census Tract 3907, Cook County, Illinois","61193","10042",
"1400000US17031400300","Census Tract 4003, Cook County, Illinois","29495","10575",
"1400000US17031400400","Census Tract 4004, Cook County, Illinois","36591","3529",
"1400000US17031400500","Census Tract 4005, Cook County, Illinois","22355","8325",
"1400000US17031400800","Census Tract 4008, Cook County, Illinois","18954","6875",
"1400000US17031410100","Census Tract 4101, Cook County, Illinois","48194","16696",
"1400000US17031410200","Census Tract 4102, Cook County, Illinois","41692","4848",
"1400000US17031410500","Census Tract 4105, Cook County, Illinois","54079","32461",
"1400000US17031410600","Census Tract 4106, Cook County, Illinois","41016","16811",
"1400000US17031410700","Census Tract 4107, Cook County, Illinois","39514","7709",
"1400000US17031410800","Census Tract 4108, Cook County, Illinois","38412","10868",
"1400000US17031410900","Census Tract 4109, Cook County, Illinois","60353","8082",
"1400000US17031411000","Census Tract 4110, Cook County, Illinois","67346","22153",
"1400000US17031411100","Census Tract 4111, Cook County, Illinois","114583","28618",
"1400000US17031411200","Census Tract 4112, Cook County, Illinois","88571","15014",
"1400000US17031420100","Census Tract 4201, Cook County, Illinois","18411","3168",
"1400000US17031420200","Census Tract 4202, Cook County, Illinois","29205","8276",
"1400000US17031420300","Census Tract 4203, Cook County, Illinois","36719","8622",
"1400000US17031420400","Census Tract 4204, Cook County, Illinois","13676","5533",
"1400000US17031420500","Census Tract 4205, Cook County, Illinois","28456","19874",
"1400000US17031420600","Census Tract 4206, Cook County, Illinois","20871","8872",
"1400000US17031420700","Census Tract 4207, Cook County, Illinois","19498","2535",
"1400000US17031420800","Census Tract 4208, Cook County, Illinois","39167","11490",
"1400000US17031421200","Census Tract 4212, Cook County, Illinois","19911","6751",
"1400000US17031430101","Census Tract 4301.01, Cook County, Illinois","32122","6374",
"1400000US17031430102","Census Tract 4301.02, Cook County, Illinois","30306","6491",
"1400000US17031430200","Census Tract 4302, Cook County, Illinois","22933","9050",
"1400000US17031430300","Census Tract 4303, Cook County, Illinois","18133","2753",
"1400000US17031430400","Census Tract 4304, Cook County, Illinois","33767","10581",
"1400000US17031430500","Census Tract 4305, Cook County, Illinois","18692","1883",
"1400000US17031430600","Census Tract 4306, Cook County, Illinois","36103","10666",
"1400000US17031430700","Census Tract 4307, Cook County, Illinois","24167","7605",
"1400000US17031430800","Census Tract 4308, Cook County, Illinois","48015","13205",
"1400000US17031430900","Census Tract 4309, Cook County, Illinois","40417","16065",
"1400000US17031431200","Census Tract 4312, Cook County, Illinois","55560","11421",
"1400000US17031431301","Census Tract 4313.01, Cook County, Illinois","27361","5885",
"1400000US17031431302","Census Tract 4313.02, Cook County, Illinois","29966","7240",
"1400000US17031431400","Census Tract 4314, Cook County, Illinois","30230","7213",
"1400000US17031440101","Census Tract 4401.01, Cook County, Illinois","20404","5986",
"1400000US17031440102","Census Tract 4401.02, Cook County, Illinois","32047","6183",
"1400000US17031440201","Census Tract 4402.01, Cook County, Illinois","28849","13406",
"1400000US17031440202","Census Tract 4402.02, Cook County, Illinois","35795","14699",
"1400000US17031440300","Census Tract 4403, Cook County, Illinois","54167","13744",
"1400000US17031440600","Census Tract 4406, Cook County, Illinois","68317","12100",
"1400000US17031440700","Census Tract 4407, Cook County, Illinois","40000","15421",
"1400000US17031440800","Census Tract 4408, Cook County, Illinois","24417","7054",
"1400000US17031440900","Census Tract 4409, Cook County, Illinois","30417","17117",
"1400000US17031450300","Census Tract 4503, Cook County, Illinois","49896","7545",
"1400000US17031460100","Census Tract 4601, Cook County, Illinois","41188","7461",
"1400000US17031460200","Census Tract 4602, Cook County, Illinois","28363","5974",
"1400000US17031460301","Census Tract 4603.01, Cook County, Illinois","34483","9440",
"1400000US17031460302","Census Tract 4603.02, Cook County, Illinois","28470","1960",
"1400000US17031460400","Census Tract 4604, Cook County, Illinois","44545","27540",
"1400000US17031460500","Census Tract 4605, Cook County, Illinois","59755","27170",
"1400000US17031460600","Census Tract 4606, Cook County, Illinois","40110","4244",
"1400000US17031460700","Census Tract 4607, Cook County, Illinois","24517","4743",
"1400000US17031461000","Census Tract 4610, Cook County, Illinois","15956","3760",
"1400000US17031470100","Census Tract 4701, Cook County, Illinois","28864","13847",
"1400000US17031480100","Census Tract 4801, Cook County, Illinois","60000","13534",
"1400000US17031480200","Census Tract 4802, Cook County, Illinois","47059","8750",
"1400000US17031480300","Census Tract 4803, Cook County, Illinois","37386","22999",
"1400000US17031480400","Census Tract 4804, Cook County, Illinois","53946","12729",
"1400000US17031480500","Census Tract 4805, Cook County, Illinois","32188","15321",
"1400000US17031490300","Census Tract 4903, Cook County, Illinois","57301","4237",
"1400000US17031490400","Census Tract 4904, Cook County, Illinois","56607","24956",
"1400000US17031490500","Census Tract 4905, Cook County, Illinois","53190","10159",
"1400000US17031490600","Census Tract 4906, Cook County, Illinois","37176","6274",
"1400000US17031490700","Census Tract 4907, Cook County, Illinois","44745","7141",
"1400000US17031490800","Census Tract 4908, Cook County, Illinois","40186","7548",
"1400000US17031490901","Census Tract 4909.01, Cook County, Illinois","37045","5533",
"1400000US17031490902","Census Tract 4909.02, Cook County, Illinois","44932","8232",
"1400000US17031491000","Census Tract 4910, Cook County, Illinois","24481","13821",
"1400000US17031491100","Census Tract 4911, Cook County, Illinois","42763","8688",
"1400000US17031491200","Census Tract 4912, Cook County, Illinois","39234","9994",
"1400000US17031491300","Census Tract 4913, Cook County, Illinois","35250","16596",
"1400000US17031491400","Census Tract 4914, Cook County, Illinois","33290","6064",
"1400000US17031500100","Census Tract 5001, Cook County, Illinois","46476","12085",
"1400000US17031500200","Census Tract 5002, Cook County, Illinois","31410","14027",
"1400000US17031500300","Census Tract 5003, Cook County, Illinois","42543","3394",
"1400000US17031510100","Census Tract 5101, Cook County, Illinois","43882","10965",
"1400000US17031510200","Census Tract 5102, Cook County, Illinois","48864","10284",
"1400000US17031510300","Census Tract 5103, Cook County, Illinois","28561","8978",
"1400000US17031520100","Census Tract 5201, Cook County, Illinois","58036","11395",
"1400000US17031520200","Census Tract 5202, Cook County, Illinois","29630","6396",
"1400000US17031520300","Census Tract 5203, Cook County, Illinois","41652","6995",
"1400000US17031520400","Census Tract 5204, Cook County, Illinois","45729","12075",
"1400000US17031520500","Census Tract 5205, Cook County, Illinois","63819","12305",
"1400000US17031520600","Census Tract 5206, Cook County, Illinois","55325","5702",
"1400000US17031530100","Census Tract 5301, Cook County, Illinois","37200","5674",
"1400000US17031530200","Census Tract 5302, Cook County, Illinois","37829","8425",
"1400000US17031530300","Census Tract 5303, Cook County, Illinois","41076","9591",
"1400000US17031530400","Census Tract 5304, Cook County, Illinois","61903","10760",
"1400000US17031530501","Census Tract 5305.01, Cook County, Illinois","43143","12160",
"1400000US17031530502","Census Tract 5305.02, Cook County, Illinois","54883","7257",
"1400000US17031530503","Census Tract 5305.03, Cook County, Illinois","44056","13196",
"1400000US17031530600","Census Tract 5306, Cook County, Illinois","33099","10633",
"1400000US17031540101","Census Tract 5401.01, Cook County, Illinois","15523","6831",
"1400000US17031540102","Census Tract 5401.02, Cook County, Illinois","15293","6145",
"1400000US17031550100","Census Tract 5501, Cook County, Illinois","59313","15519",
"1400000US17031550200","Census Tract 5502, Cook County, Illinois","48224","18602",
"1400000US17031560100","Census Tract 5601, Cook County, Illinois","61905","13207",
"1400000US17031560200","Census Tract 5602, Cook County, Illinois","54453","15191",
"1400000US17031560300","Census Tract 5603, Cook County, Illinois","50781","4608",
"1400000US17031560400","Census Tract 5604, Cook County, Illinois","60581","6376",
"1400000US17031560700","Census Tract 5607, Cook County, Illinois","60764","17496",
"1400000US17031560800","Census Tract 5608, Cook County, Illinois","71563","11607",
"1400000US17031560900","Census Tract 5609, Cook County, Illinois","96332","12359",
"1400000US17031561000","Census Tract 5610, Cook County, Illinois","103188","21076",
"1400000US17031561100","Census Tract 5611, Cook County, Illinois","91604","8614",
"1400000US17031570100","Census Tract 5701, Cook County, Illinois","56008","4477",
"1400000US17031570200","Census Tract 5702, Cook County, Illinois","58625","23971",
"1400000US17031570300","Census Tract 5703, Cook County, Illinois","48629","8242",
"1400000US17031570400","Census Tract 5704, Cook County, Illinois","42332","4873",
"1400000US17031570500","Census Tract 5705, Cook County, Illinois","44934","10311",
"1400000US17031580100","Census Tract 5801, Cook County, Illinois","43750","3406",
"1400000US17031580200","Census Tract 5802, Cook County, Illinois","38018","6829",
"1400000US17031580300","Census Tract 5803, Cook County, Illinois","48110","6524",
"1400000US17031580400","Census Tract 5804, Cook County, Illinois","47056","8040",
"1400000US17031580501","Census Tract 5805.01, Cook County, Illinois","39520","3298",
"1400000US17031580502","Census Tract 5805.02, Cook County, Illinois","37943","5686",
"1400000US17031580600","Census Tract 5806, Cook County, Illinois","45684","11609",
"1400000US17031580700","Census Tract 5807, Cook County, Illinois","47000","6031",
"1400000US17031580800","Census Tract 5808, Cook County, Illinois","46000","13400",
"1400000US17031590500","Census Tract 5905, Cook County, Illinois","67250","23162",
"1400000US17031590600","Census Tract 5906, Cook County, Illinois","46033","5437",
"1400000US17031590700","Census Tract 5907, Cook County, Illinois","48281","8287",
"1400000US17031600400","Census Tract 6004, Cook County, Illinois","37786","12951",
"1400000US17031600600","Census Tract 6006, Cook County, Illinois","37670","8019",
"1400000US17031600700","Census Tract 6007, Cook County, Illinois","45294","9479",
"1400000US17031600900","Census Tract 6009, Cook County, Illinois","57788","6838",
"1400000US17031610300","Census Tract 6103, Cook County, Illinois","32679","8271",
"1400000US17031610400","Census Tract 6104, Cook County, Illinois","40758","6983",
"1400000US17031610800","Census Tract 6108, Cook County, Illinois","53125","14078",
"1400000US17031611000","Census Tract 6110, Cook County, Illinois","19975","5289",
"1400000US17031611100","Census Tract 6111, Cook County, Illinois","28264","7947",
"1400000US17031611200","Census Tract 6112, Cook County, Illinois","27800","5050",
"1400000US17031611300","Census Tract 6113, Cook County, Illinois","26600","4693",
"1400000US17031611400","Census Tract 6114, Cook County, Illinois","36382","11833",
"1400000US17031611500","Census Tract 6115, Cook County, Illinois","34875","6422",
"1400000US17031611600","Census Tract 6116, Cook County, Illinois","25882","12766",
"1400000US17031611700","Census Tract 6117, Cook County, Illinois","24444","4768",
"1400000US17031611800","Census Tract 6118, Cook County, Illinois","40870","14093",
"1400000US17031611900","Census Tract 6119, Cook County, Illinois","24507","2669",
"1400000US17031612000","Census Tract 6120, Cook County, Illinois","37981","21436",
"1400000US17031612100","Census Tract 6121, Cook County, Illinois","26815","6461",
"1400000US17031620100","Census Tract 6201, Cook County, Illinois","65354","6426",
"1400000US17031620200","Census Tract 6202, Cook County, Illinois","58382","8124",
"1400000US17031620300","Census Tract 6203, Cook County, Illinois","55779","5388",
"1400000US17031620400","Census Tract 6204, Cook County, Illinois","69764","11955",
"1400000US17031630100","Census Tract 6301, Cook County, Illinois","30435","7765",
"1400000US17031630200","Census Tract 6302, Cook County, Illinois","37422","16095",
"1400000US17031630300","Census Tract 6303, Cook County, Illinois","51184","5785",
"1400000US17031630400","Census Tract 6304, Cook County, Illinois","35194","3408",
"1400000US17031630500","Census Tract 6305, Cook County, Illinois","44885","4535",
"1400000US17031630800","Census Tract 6308, Cook County, Illinois","51419","6304",
"1400000US17031630900","Census Tract 6309, Cook County, Illinois","45551","14180",
"1400000US17031640100","Census Tract 6401, Cook County, Illinois","42895","3651",
"1400000US17031640300","Census Tract 6403, Cook County, Illinois","64590","6746",
"1400000US17031640400","Census Tract 6404, Cook County, Illinois","59398","5689",
"1400000US17031640500","Census Tract 6405, Cook County, Illinois","85762","13595",
"1400000US17031640600","Census Tract 6406, Cook County, Illinois","49375","7687",
"1400000US17031640700","Census Tract 6407, Cook County, Illinois","56250","8851",
"1400000US17031640800","Census Tract 6408, Cook County, Illinois","51944","12970",
"1400000US17031650100","Census Tract 6501, Cook County, Illinois","43750","14969",
"1400000US17031650200","Census Tract 6502, Cook County, Illinois","51658","9756",
"1400000US17031650301","Census Tract 6503.01, Cook County, Illinois","60802","5064",
"1400000US17031650302","Census Tract 6503.02, Cook County, Illinois","49130","13470",
"1400000US17031650400","Census Tract 6504, Cook County, Illinois","54327","5605",
"1400000US17031650500","Census Tract 6505, Cook County, Illinois","68382","16503",
"1400000US17031660301","Census Tract 6603.01, Cook County, Illinois","24230","1638",
"1400000US17031660302","Census Tract 6603.02, Cook County, Illinois","30891","5484",
"1400000US17031660400","Census Tract 6604, Cook County, Illinois","46289","8913",
"1400000US17031660500","Census Tract 6605, Cook County, Illinois","36657","7663",
"1400000US17031660600","Census Tract 6606, Cook County, Illinois","27012","4980",
"1400000US17031660700","Census Tract 6607, Cook County, Illinois","23095","5159",
"1400000US17031660800","Census Tract 6608, Cook County, Illinois","35703","3999",
"1400000US17031660900","Census Tract 6609, Cook County, Illinois","34574","5166",
"1400000US17031661000","Census Tract 6610, Cook County, Illinois","34230","6977",
"1400000US17031661100","Census Tract 6611, Cook County, Illinois","59038","15419",
"1400000US17031670100","Census Tract 6701, Cook County, Illinois","27500","16741",
"1400000US17031670200","Census Tract 6702, Cook County, Illinois","28250","10188",
"1400000US17031670300","Census Tract 6703, Cook County, Illinois","22395","9707",
"1400000US17031670400","Census Tract 6704, Cook County, Illinois","28625","7051",
"1400000US17031670500","Census Tract 6705, Cook County, Illinois","24200","3806",
"1400000US17031670600","Census Tract 6706, Cook County, Illinois","26250","15774",
"1400000US17031670700","Census Tract 6707, Cook County, Illinois","27277","9988",
"1400000US17031670800","Census Tract 6708, Cook County, Illinois","24597","5204",
"1400000US17031670900","Census Tract 6709, Cook County, Illinois","33438","10387",
"1400000US17031671100","Census Tract 6711, Cook County, Illinois","33571","8111",
"1400000US17031671200","Census Tract 6712, Cook County, Illinois","24896","14515",
"1400000US17031671300","Census Tract 6713, Cook County, Illinois","27882","9723",
"1400000US17031671400","Census Tract 6714, Cook County, Illinois","23029","2661",
"1400000US17031671500","Census Tract 6715, Cook County, Illinois","27125","2421",
"1400000US17031671600","Census Tract 6716, Cook County, Illinois","19132","2460",
"1400000US17031671800","Census Tract 6718, Cook County, Illinois","28036","13994",
"1400000US17031671900","Census Tract 6719, Cook County, Illinois","47400","9180",
"1400000US17031672000","Census Tract 6720, Cook County, Illinois","36438","13724",
"1400000US17031680500","Census Tract 6805, Cook County, Illinois","24335","3507",
"1400000US17031680600","Census Tract 6806, Cook County, Illinois","30244","9615",
"1400000US17031680900","Census Tract 6809, Cook County, Illinois","16411","5187",
"1400000US17031681000","Census Tract 6810, Cook County, Illinois","17118","1733",
"1400000US17031681100","Census Tract 6811, Cook County, Illinois","22266","11033",
"1400000US17031681200","Census Tract 6812, Cook County, Illinois","19915","5272",
"1400000US17031681300","Census Tract 6813, Cook County, Illinois","25360","10853",
"1400000US17031681400","Census Tract 6814, Cook County, Illinois","43750","8684",
"1400000US17031690300","Census Tract 6903, Cook County, Illinois","19179","7878",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","23868","8171",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","26154","24580",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","32875","10043",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","42538","16011",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","24750","8826",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","32241","4631",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","43676","21969",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","36363","4245",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","17011","9908",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","68902","12103",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","70863","9306",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","69620","11849",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","66250","13156",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","65000","16918",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","70072","11535",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","65847","8487",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","102125","20060",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","17841","3687",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","25288","5303",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","35568","6520",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","39659","8925",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","30177","6021",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","33287","10135",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","19467","7378",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","23162","15851",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","32064","6745",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","43855","6868",
"1400000US17031711100","Census Tract 7111, Cook County, Illinois","39208","6150",
"1400000US17031711200","Census Tract 7112, Cook County, Illinois","45298","12738",
"1400000US17031711300","Census Tract 7113, Cook County, Illinois","41188","20783",
"1400000US17031711400","Census Tract 7114, Cook County, Illinois","43500","5045",
"1400000US17031711500","Census Tract 7115, Cook County, Illinois","44851","8848",
"1400000US17031720100","Census Tract 7201, Cook County, Illinois","149605","19807",
"1400000US17031720200","Census Tract 7202, Cook County, Illinois","71979","17204",
"1400000US17031720300","Census Tract 7203, Cook County, Illinois","115536","14410",
"1400000US17031720400","Census Tract 7204, Cook County, Illinois","102857","14177",
"1400000US17031720500","Census Tract 7205, Cook County, Illinois","111667","14750",
"1400000US17031720600","Census Tract 7206, Cook County, Illinois","113964","8094",
"1400000US17031720700","Census Tract 7207, Cook County, Illinois","67438","12025",
"1400000US17031730100","Census Tract 7301, Cook County, Illinois","53125","18912",
"1400000US17031730201","Census Tract 7302.01, Cook County, Illinois","26731","17145",
"1400000US17031730202","Census Tract 7302.02, Cook County, Illinois","57143","18217",
"1400000US17031730300","Census Tract 7303, Cook County, Illinois","47969","11280",
"1400000US17031730400","Census Tract 7304, Cook County, Illinois","80787","13464",
"1400000US17031730500","Census Tract 7305, Cook County, Illinois","57357","9927",
"1400000US17031730600","Census Tract 7306, Cook County, Illinois","43274","14310",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","51957","7375",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","93217","6661",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","105655","9842",
"1400000US17031740300","Census Tract 7403, Cook County, Illinois","127069","12640",
"1400000US17031740400","Census Tract 7404, Cook County, Illinois","85064","16006",
"1400000US17031750100","Census Tract 7501, Cook County, Illinois","43277","7148",
"1400000US17031750200","Census Tract 7502, Cook County, Illinois","80561","21641",
"1400000US17031750300","Census Tract 7503, Cook County, Illinois","100595","7140",
"1400000US17031750400","Census Tract 7504, Cook County, Illinois","97305","15136",
"1400000US17031750500","Census Tract 7505, Cook County, Illinois","55750","18318",
"1400000US17031750600","Census Tract 7506, Cook County, Illinois","42949","10520",
"1400000US17031760801","Census Tract 7608.01, Cook County, Illinois","68159","14861",
"1400000US17031760802","Census Tract 7608.02, Cook County, Illinois","54177","11107",
"1400000US17031760803","Census Tract 7608.03, Cook County, Illinois","44918","8168",
"1400000US17031770201","Census Tract 7702.01, Cook County, Illinois","64215","10390",
"1400000US17031770202","Census Tract 7702.02, Cook County, Illinois","66672","4196",
"1400000US17031770300","Census Tract 7703, Cook County, Illinois","82196","13623",
"1400000US17031770400","Census Tract 7704, Cook County, Illinois","77205","9691",
"1400000US17031770500","Census Tract 7705, Cook County, Illinois","41663","5314",
"1400000US17031770601","Census Tract 7706.01, Cook County, Illinois","96442","14292",
"1400000US17031770602","Census Tract 7706.02, Cook County, Illinois","71103","12128",
"1400000US17031770700","Census Tract 7707, Cook County, Illinois","57368","8996",
"1400000US17031770800","Census Tract 7708, Cook County, Illinois","58147","8520",
"1400000US17031770901","Census Tract 7709.01, Cook County, Illinois","75519","5928",
"1400000US17031770902","Census Tract 7709.02, Cook County, Illinois","61466","9435",
"1400000US17031800100","Census Tract 8001, Cook County, Illinois","250,000+","***",
"1400000US17031800200","Census Tract 8002, Cook County, Illinois","224766","48466",
"1400000US17031800300","Census Tract 8003, Cook County, Illinois","207500","33544",
"1400000US17031800400","Census Tract 8004, Cook County, Illinois","250,000+","***",
"1400000US17031800500","Census Tract 8005, Cook County, Illinois","237604","35905",
"1400000US17031800600","Census Tract 8006, Cook County, Illinois","238182","37188",
"1400000US17031800700","Census Tract 8007, Cook County, Illinois","200852","28365",
"1400000US17031800800","Census Tract 8008, Cook County, Illinois","98125","30215",
"1400000US17031800900","Census Tract 8009, Cook County, Illinois","122857","21701",
"1400000US17031801000","Census Tract 8010, Cook County, Illinois","122743","17710",
"1400000US17031801100","Census Tract 8011, Cook County, Illinois","184375","15709",
"1400000US17031801200","Census Tract 8012, Cook County, Illinois","226563","46347",
"1400000US17031801300","Census Tract 8013, Cook County, Illinois","164306","21881",
"1400000US17031801400","Census Tract 8014, Cook County, Illinois","134803","14148",
"1400000US17031801500","Census Tract 8015, Cook County, Illinois","98942","24845",
"1400000US17031801601","Census Tract 8016.01, Cook County, Illinois","111082","9582",
"1400000US17031801603","Census Tract 8016.03, Cook County, Illinois","52951","15797",
"1400000US17031801605","Census Tract 8016.05, Cook County, Illinois","136094","17873",
"1400000US17031801606","Census Tract 8016.06, Cook County, Illinois","119113","14467",
"1400000US17031801607","Census Tract 8016.07, Cook County, Illinois","94808","22248",
"1400000US17031801608","Census Tract 8016.08, Cook County, Illinois","116432","12717",
"1400000US17031801701","Census Tract 8017.01, Cook County, Illinois","186111","32148",
"1400000US17031801702","Census Tract 8017.02, Cook County, Illinois","120529","18409",
"1400000US17031801800","Census Tract 8018, Cook County, Illinois","151136","14907",
"1400000US17031801901","Census Tract 8019.01, Cook County, Illinois","93207","10710",
"1400000US17031801902","Census Tract 8019.02, Cook County, Illinois","163649","28855",
"1400000US17031802002","Census Tract 8020.02, Cook County, Illinois","126250","21131",
"1400000US17031802003","Census Tract 8020.03, Cook County, Illinois","105066","8292",
"1400000US17031802004","Census Tract 8020.04, Cook County, Illinois","37406","17623",
"1400000US17031802100","Census Tract 8021, Cook County, Illinois","151094","16038",
"1400000US17031802200","Census Tract 8022, Cook County, Illinois","125375","17059",
"1400000US17031802300","Census Tract 8023, Cook County, Illinois","126765","24453",
"1400000US17031802402","Census Tract 8024.02, Cook County, Illinois","63575","9174",
"1400000US17031802403","Census Tract 8024.03, Cook County, Illinois","70511","8177",
"1400000US17031802404","Census Tract 8024.04, Cook County, Illinois","55441","11051",
"1400000US17031802503","Census Tract 8025.03, Cook County, Illinois","81543","9231",
"1400000US17031802504","Census Tract 8025.04, Cook County, Illinois","83463","8503",
"1400000US17031802505","Census Tract 8025.05, Cook County, Illinois","56479","7152",
"1400000US17031802506","Census Tract 8025.06, Cook County, Illinois","85648","7815",
"1400000US17031802605","Census Tract 8026.05, Cook County, Illinois","98769","9816",
"1400000US17031802607","Census Tract 8026.07, Cook County, Illinois","123889","22571",
"1400000US17031802608","Census Tract 8026.08, Cook County, Illinois","66208","5755",
"1400000US17031802609","Census Tract 8026.09, Cook County, Illinois","55354","5520",
"1400000US17031802610","Census Tract 8026.10, Cook County, Illinois","93194","12894",
"1400000US17031802701","Census Tract 8027.01, Cook County, Illinois","94709","13812",
"1400000US17031802702","Census Tract 8027.02, Cook County, Illinois","86034","16170",
"1400000US17031802801","Census Tract 8028.01, Cook County, Illinois","107571","10396",
"1400000US17031802802","Census Tract 8028.02, Cook County, Illinois","109223","19071",
"1400000US17031802900","Census Tract 8029, Cook County, Illinois","142900","25442",
"1400000US17031803005","Census Tract 8030.05, Cook County, Illinois","74375","26817",
"1400000US17031803007","Census Tract 8030.07, Cook County, Illinois","106838","14721",
"1400000US17031803008","Census Tract 8030.08, Cook County, Illinois","113179","9024",
"1400000US17031803010","Census Tract 8030.10, Cook County, Illinois","113750","14422",
"1400000US17031803012","Census Tract 8030.12, Cook County, Illinois","74750","12516",
"1400000US17031803013","Census Tract 8030.13, Cook County, Illinois","90098","15017",
"1400000US17031803014","Census Tract 8030.14, Cook County, Illinois","70505","8459",
"1400000US17031803015","Census Tract 8030.15, Cook County, Illinois","79596","6346",
