"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)",
"1400000US17031803016","Census Tract 8030.16, Cook County, Illinois","102679","5992",
"1400000US17031803017","Census Tract 8030.17, Cook County, Illinois","93279","11984",
"1400000US17031803100","Census Tract 8031, Cook County, Illinois","121875","12776",
"1400000US17031803200","Census Tract 8032, Cook County, Illinois","91009","14329",
"1400000US17031803300","Census Tract 8033, Cook County, Illinois","108891","15284",
"1400000US17031803400","Census Tract 8034, Cook County, Illinois","125899","13095",
"1400000US17031803500","Census Tract 8035, Cook County, Illinois","114375","16335",
"1400000US17031803603","Census Tract 8036.03, Cook County, Illinois","169425","12356",
"1400000US17031803604","Census Tract 8036.04, Cook County, Illinois","79853","13707",
"1400000US17031803605","Census Tract 8036.05, Cook County, Illinois","78611","22051",
"1400000US17031803606","Census Tract 8036.06, Cook County, Illinois","51429","9030",
"1400000US17031803607","Census Tract 8036.07, Cook County, Illinois","109516","6126",
"1400000US17031803608","Census Tract 8036.08, Cook County, Illinois","67380","13323",
"1400000US17031803610","Census Tract 8036.10, Cook County, Illinois","65569","4528",
"1400000US17031803611","Census Tract 8036.11, Cook County, Illinois","68184","11046",
"1400000US17031803612","Census Tract 8036.12, Cook County, Illinois","61426","8097",
"1400000US17031803701","Census Tract 8037.01, Cook County, Illinois","89896","7225",
"1400000US17031803702","Census Tract 8037.02, Cook County, Illinois","109234","22180",
"1400000US17031803800","Census Tract 8038, Cook County, Illinois","93262","11700",
"1400000US17031803901","Census Tract 8039.01, Cook County, Illinois","70976","6829",
"1400000US17031803902","Census Tract 8039.02, Cook County, Illinois","90750","11563",
"1400000US17031804000","Census Tract 8040, Cook County, Illinois","77188","12251",
"1400000US17031804102","Census Tract 8041.02, Cook County, Illinois","141786","23021",
"1400000US17031804104","Census Tract 8041.04, Cook County, Illinois","116466","11433",
"1400000US17031804105","Census Tract 8041.05, Cook County, Illinois","131821","14865",
"1400000US17031804106","Census Tract 8041.06, Cook County, Illinois","116667","17007",
"1400000US17031804108","Census Tract 8041.08, Cook County, Illinois","91616","9696",
"1400000US17031804109","Census Tract 8041.09, Cook County, Illinois","117794","23899",
"1400000US17031804201","Census Tract 8042.01, Cook County, Illinois","142521","23954",
"1400000US17031804202","Census Tract 8042.02, Cook County, Illinois","132377","15396",
"1400000US17031804305","Census Tract 8043.05, Cook County, Illinois","76556","6271",
"1400000US17031804306","Census Tract 8043.06, Cook County, Illinois","69500","7489",
"1400000US17031804308","Census Tract 8043.08, Cook County, Illinois","75948","9706",
"1400000US17031804309","Census Tract 8043.09, Cook County, Illinois","81926","13084",
"1400000US17031804310","Census Tract 8043.10, Cook County, Illinois","96274","6488",
"1400000US17031804311","Census Tract 8043.11, Cook County, Illinois","106212","18119",
"1400000US17031804403","Census Tract 8044.03, Cook County, Illinois","79260","14914",
"1400000US17031804404","Census Tract 8044.04, Cook County, Illinois","76964","20958",
"1400000US17031804405","Census Tract 8044.05, Cook County, Illinois","59965","17161",
"1400000US17031804406","Census Tract 8044.06, Cook County, Illinois","72734","15341",
"1400000US17031804505","Census Tract 8045.05, Cook County, Illinois","71438","8866",
"1400000US17031804506","Census Tract 8045.06, Cook County, Illinois","96458","17593",
"1400000US17031804507","Census Tract 8045.07, Cook County, Illinois","105240","18937",
"1400000US17031804508","Census Tract 8045.08, Cook County, Illinois","61148","9503",
"1400000US17031804509","Census Tract 8045.09, Cook County, Illinois","84375","15265",
"1400000US17031804510","Census Tract 8045.10, Cook County, Illinois","72411","10453",
"1400000US17031804511","Census Tract 8045.11, Cook County, Illinois","58203","4752",
"1400000US17031804603","Census Tract 8046.03, Cook County, Illinois","66367","3296",
"1400000US17031804606","Census Tract 8046.06, Cook County, Illinois","113083","13310",
"1400000US17031804607","Census Tract 8046.07, Cook County, Illinois","98984","14708",
"1400000US17031804608","Census Tract 8046.08, Cook County, Illinois","88149","11571",
"1400000US17031804609","Census Tract 8046.09, Cook County, Illinois","98004","10191",
"1400000US17031804610","Census Tract 8046.10, Cook County, Illinois","67319","4925",
"1400000US17031804611","Census Tract 8046.11, Cook County, Illinois","88482","11268",
"1400000US17031804701","Census Tract 8047.01, Cook County, Illinois","69472","6820",
"1400000US17031804705","Census Tract 8047.05, Cook County, Illinois","63277","9256",
"1400000US17031804706","Census Tract 8047.06, Cook County, Illinois","115500","11427",
"1400000US17031804709","Census Tract 8047.09, Cook County, Illinois","67027","10510",
"1400000US17031804710","Census Tract 8047.10, Cook County, Illinois","86333","8370",
"1400000US17031804711","Census Tract 8047.11, Cook County, Illinois","75377","7408",
"1400000US17031804712","Census Tract 8047.12, Cook County, Illinois","97348","13237",
"1400000US17031804713","Census Tract 8047.13, Cook County, Illinois","91913","4101",
"1400000US17031804714","Census Tract 8047.14, Cook County, Illinois","81181","10056",
"1400000US17031804715","Census Tract 8047.15, Cook County, Illinois","51169","8208",
"1400000US17031804716","Census Tract 8047.16, Cook County, Illinois","96667","7349",
"1400000US17031804803","Census Tract 8048.03, Cook County, Illinois","76280","15711",
"1400000US17031804804","Census Tract 8048.04, Cook County, Illinois","80568","7175",
"1400000US17031804805","Census Tract 8048.05, Cook County, Illinois","85905","7273",
"1400000US17031804806","Census Tract 8048.06, Cook County, Illinois","76058","19152",
"1400000US17031804807","Census Tract 8048.07, Cook County, Illinois","88605","10496",
"1400000US17031804808","Census Tract 8048.08, Cook County, Illinois","107931","8747",
"1400000US17031804809","Census Tract 8048.09, Cook County, Illinois","92188","12707",
"1400000US17031804810","Census Tract 8048.10, Cook County, Illinois","76799","14353",
"1400000US17031804901","Census Tract 8049.01, Cook County, Illinois","109539","9426",
"1400000US17031804902","Census Tract 8049.02, Cook County, Illinois","93086","12999",
"1400000US17031805001","Census Tract 8050.01, Cook County, Illinois","115094","14992",
"1400000US17031805002","Census Tract 8050.02, Cook County, Illinois","43704","13059",
"1400000US17031805105","Census Tract 8051.05, Cook County, Illinois","55743","6110",
"1400000US17031805106","Census Tract 8051.06, Cook County, Illinois","72022","11529",
"1400000US17031805107","Census Tract 8051.07, Cook County, Illinois","52858","6107",
"1400000US17031805108","Census Tract 8051.08, Cook County, Illinois","60435","9346",
"1400000US17031805109","Census Tract 8051.09, Cook County, Illinois","90417","8175",
"1400000US17031805110","Census Tract 8051.10, Cook County, Illinois","81346","10669",
"1400000US17031805111","Census Tract 8051.11, Cook County, Illinois","61787","2378",
"1400000US17031805112","Census Tract 8051.12, Cook County, Illinois","59180","11718",
"1400000US17031805201","Census Tract 8052.01, Cook County, Illinois","94891","16857",
"1400000US17031805202","Census Tract 8052.02, Cook County, Illinois","82351","7910",
"1400000US17031805301","Census Tract 8053.01, Cook County, Illinois","66250","11373",
"1400000US17031805302","Census Tract 8053.02, Cook County, Illinois","86833","17677",
"1400000US17031805401","Census Tract 8054.01, Cook County, Illinois","82900","8443",
"1400000US17031805402","Census Tract 8054.02, Cook County, Illinois","85980","11419",
"1400000US17031805501","Census Tract 8055.01, Cook County, Illinois","112813","22535",
"1400000US17031805502","Census Tract 8055.02, Cook County, Illinois","141339","39220",
"1400000US17031805600","Census Tract 8056, Cook County, Illinois","143824","14415",
"1400000US17031805701","Census Tract 8057.01, Cook County, Illinois","117500","18749",
"1400000US17031805702","Census Tract 8057.02, Cook County, Illinois","122813","13916",
"1400000US17031805801","Census Tract 8058.01, Cook County, Illinois","95733","14804",
"1400000US17031805802","Census Tract 8058.02, Cook County, Illinois","95469","17566",
"1400000US17031805901","Census Tract 8059.01, Cook County, Illinois","81250","10605",
"1400000US17031805902","Census Tract 8059.02, Cook County, Illinois","113036","24995",
"1400000US17031806001","Census Tract 8060.01, Cook County, Illinois","51684","4935",
"1400000US17031806002","Census Tract 8060.02, Cook County, Illinois","58362","14123",
"1400000US17031806003","Census Tract 8060.03, Cook County, Illinois","68018","9699",
"1400000US17031806004","Census Tract 8060.04, Cook County, Illinois","47763","4738",
"1400000US17031806102","Census Tract 8061.02, Cook County, Illinois","90365","21623",
"1400000US17031806103","Census Tract 8061.03, Cook County, Illinois","90833","15367",
"1400000US17031806104","Census Tract 8061.04, Cook County, Illinois","47753","9675",
"1400000US17031806201","Census Tract 8062.01, Cook County, Illinois","49054","6872",
"1400000US17031806202","Census Tract 8062.02, Cook County, Illinois","54139","8692",
"1400000US17031806300","Census Tract 8063, Cook County, Illinois","94028","7884",
"1400000US17031806400","Census Tract 8064, Cook County, Illinois","93750","25807",
"1400000US17031806501","Census Tract 8065.01, Cook County, Illinois","51156","7151",
"1400000US17031806502","Census Tract 8065.02, Cook County, Illinois","74063","10255",
"1400000US17031806600","Census Tract 8066, Cook County, Illinois","79338","19956",
"1400000US17031806700","Census Tract 8067, Cook County, Illinois","122743","10158",
"1400000US17031806801","Census Tract 8068.01, Cook County, Illinois","71250","12686",
"1400000US17031806802","Census Tract 8068.02, Cook County, Illinois","68294","6667",
"1400000US17031806900","Census Tract 8069, Cook County, Illinois","71915","12612",
"1400000US17031807000","Census Tract 8070, Cook County, Illinois","64604","7429",
"1400000US17031807100","Census Tract 8071, Cook County, Illinois","117177","16061",
"1400000US17031807200","Census Tract 8072, Cook County, Illinois","85526","16476",
"1400000US17031807300","Census Tract 8073, Cook County, Illinois","65441","11737",
"1400000US17031807400","Census Tract 8074, Cook County, Illinois","63136","11764",
"1400000US17031807500","Census Tract 8075, Cook County, Illinois","116000","9269",
"1400000US17031807600","Census Tract 8076, Cook County, Illinois","64625","6460",
"1400000US17031807700","Census Tract 8077, Cook County, Illinois","48338","15498",
"1400000US17031807800","Census Tract 8078, Cook County, Illinois","106473","21988",
"1400000US17031807900","Census Tract 8079, Cook County, Illinois","100833","30839",
"1400000US17031808001","Census Tract 8080.01, Cook County, Illinois","101384","10792",
"1400000US17031808002","Census Tract 8080.02, Cook County, Illinois","79741","16129",
"1400000US17031808100","Census Tract 8081, Cook County, Illinois","50047","9032",
"1400000US17031808200","Census Tract 8082, Cook County, Illinois","74129","13946",
"1400000US17031808301","Census Tract 8083.01, Cook County, Illinois","71500","12814",
"1400000US17031808302","Census Tract 8083.02, Cook County, Illinois","88750","25019",
"1400000US17031808400","Census Tract 8084, Cook County, Illinois","94402","16516",
"1400000US17031808500","Census Tract 8085, Cook County, Illinois","95071","7838",
"1400000US17031808600","Census Tract 8086, Cook County, Illinois","168750","36717",
"1400000US17031808702","Census Tract 8087.02, Cook County, Illinois","70179","13867",
"1400000US17031808800","Census Tract 8088, Cook County, Illinois","144853","21086",
"1400000US17031808900","Census Tract 8089, Cook County, Illinois","150175","21575",
"1400000US17031809000","Census Tract 8090, Cook County, Illinois","149583","32348",
"1400000US17031809100","Census Tract 8091, Cook County, Illinois","106103","15179",
"1400000US17031809200","Census Tract 8092, Cook County, Illinois","44458","20096",
"1400000US17031809300","Census Tract 8093, Cook County, Illinois","30774","7335",
"1400000US17031809400","Census Tract 8094, Cook County, Illinois","60031","15790",
"1400000US17031809500","Census Tract 8095, Cook County, Illinois","73516","9438",
"1400000US17031809600","Census Tract 8096, Cook County, Illinois","74233","35148",
"1400000US17031809700","Census Tract 8097, Cook County, Illinois","99464","18937",
"1400000US17031809800","Census Tract 8098, Cook County, Illinois","95156","32722",
"1400000US17031809900","Census Tract 8099, Cook County, Illinois","130208","22467",
"1400000US17031810000","Census Tract 8100, Cook County, Illinois","92590","8401",
"1400000US17031810100","Census Tract 8101, Cook County, Illinois","73438","11990",
"1400000US17031810200","Census Tract 8102, Cook County, Illinois","62416","6429",
"1400000US17031810301","Census Tract 8103.01, Cook County, Illinois","79850","16451",
"1400000US17031810302","Census Tract 8103.02, Cook County, Illinois","83750","21604",
"1400000US17031810400","Census Tract 8104, Cook County, Illinois","111310","5048",
"1400000US17031810501","Census Tract 8105.01, Cook County, Illinois","81152","8461",
"1400000US17031810502","Census Tract 8105.02, Cook County, Illinois","58669","17255",
"1400000US17031810600","Census Tract 8106, Cook County, Illinois","55038","10060",
"1400000US17031810701","Census Tract 8107.01, Cook County, Illinois","54201","10631",
"1400000US17031810702","Census Tract 8107.02, Cook County, Illinois","56964","10360",
"1400000US17031810800","Census Tract 8108, Cook County, Illinois","76294","4382",
"1400000US17031810900","Census Tract 8109, Cook County, Illinois","52171","8062",
"1400000US17031811000","Census Tract 8110, Cook County, Illinois","82750","12193",
"1400000US17031811100","Census Tract 8111, Cook County, Illinois","51763","12663",
"1400000US17031811200","Census Tract 8112, Cook County, Illinois","69021","9508",
"1400000US17031811301","Census Tract 8113.01, Cook County, Illinois","68125","10400",
"1400000US17031811302","Census Tract 8113.02, Cook County, Illinois","40556","8376",
"1400000US17031811401","Census Tract 8114.01, Cook County, Illinois","69097","9276",
"1400000US17031811402","Census Tract 8114.02, Cook County, Illinois","59196","8153",
"1400000US17031811500","Census Tract 8115, Cook County, Illinois","76618","10815",
"1400000US17031811600","Census Tract 8116, Cook County, Illinois","49455","11197",
"1400000US17031811701","Census Tract 8117.01, Cook County, Illinois","54272","11529",
"1400000US17031811702","Census Tract 8117.02, Cook County, Illinois","50852","10059",
"1400000US17031811800","Census Tract 8118, Cook County, Illinois","75625","12944",
"1400000US17031811900","Census Tract 8119, Cook County, Illinois","135750","42281",
"1400000US17031812000","Census Tract 8120, Cook County, Illinois","121503","21486",
"1400000US17031812100","Census Tract 8121, Cook County, Illinois","124667","14146",
"1400000US17031812200","Census Tract 8122, Cook County, Illinois","216375","40974",
"1400000US17031812301","Census Tract 8123.01, Cook County, Illinois","86363","9221",
"1400000US17031812302","Census Tract 8123.02, Cook County, Illinois","141111","23054",
"1400000US17031812400","Census Tract 8124, Cook County, Illinois","206184","29473",
"1400000US17031812500","Census Tract 8125, Cook County, Illinois","65438","11398",
"1400000US17031812600","Census Tract 8126, Cook County, Illinois","59808","10415",
"1400000US17031812700","Census Tract 8127, Cook County, Illinois","65313","11365",
"1400000US17031812801","Census Tract 8128.01, Cook County, Illinois","68466","11831",
"1400000US17031812802","Census Tract 8128.02, Cook County, Illinois","60238","10474",
"1400000US17031812900","Census Tract 8129, Cook County, Illinois","128182","19133",
"1400000US17031813000","Census Tract 8130, Cook County, Illinois","114333","18669",
"1400000US17031813100","Census Tract 8131, Cook County, Illinois","99808","11361",
"1400000US17031813200","Census Tract 8132, Cook County, Illinois","135121","8439",
"1400000US17031813301","Census Tract 8133.01, Cook County, Illinois","41589","3857",
"1400000US17031813302","Census Tract 8133.02, Cook County, Illinois","41250","3036",
"1400000US17031813400","Census Tract 8134, Cook County, Illinois","50426","5575",
"1400000US17031813500","Census Tract 8135, Cook County, Illinois","59228","2727",
"1400000US17031813600","Census Tract 8136, Cook County, Illinois","55117","3607",
"1400000US17031813701","Census Tract 8137.01, Cook County, Illinois","48731","7896",
"1400000US17031813702","Census Tract 8137.02, Cook County, Illinois","50487","7097",
"1400000US17031813801","Census Tract 8138.01, Cook County, Illinois","47244","7090",
"1400000US17031813802","Census Tract 8138.02, Cook County, Illinois","41723","5015",
"1400000US17031813900","Census Tract 8139, Cook County, Illinois","43159","3325",
"1400000US17031814000","Census Tract 8140, Cook County, Illinois","50481","9442",
"1400000US17031814100","Census Tract 8141, Cook County, Illinois","41972","6017",
"1400000US17031814200","Census Tract 8142, Cook County, Illinois","47622","6554",
"1400000US17031814300","Census Tract 8143, Cook County, Illinois","45625","5571",
"1400000US17031814400","Census Tract 8144, Cook County, Illinois","46696","10008",
"1400000US17031814500","Census Tract 8145, Cook County, Illinois","64842","5515",
"1400000US17031814600","Census Tract 8146, Cook County, Illinois","64464","13764",
"1400000US17031814700","Census Tract 8147, Cook County, Illinois","76735","14101",
"1400000US17031814800","Census Tract 8148, Cook County, Illinois","58475","16050",
"1400000US17031814900","Census Tract 8149, Cook County, Illinois","55156","10498",
"1400000US17031815000","Census Tract 8150, Cook County, Illinois","60395","18545",
"1400000US17031815100","Census Tract 8151, Cook County, Illinois","74676","10925",
"1400000US17031815200","Census Tract 8152, Cook County, Illinois","52819","10177",
"1400000US17031815300","Census Tract 8153, Cook County, Illinois","73750","11784",
"1400000US17031815400","Census Tract 8154, Cook County, Illinois","47025","9636",
"1400000US17031815500","Census Tract 8155, Cook County, Illinois","70917","10804",
"1400000US17031815600","Census Tract 8156, Cook County, Illinois","63974","9692",
"1400000US17031815701","Census Tract 8157.01, Cook County, Illinois","128444","14935",
"1400000US17031815702","Census Tract 8157.02, Cook County, Illinois","86819","15181",
"1400000US17031815800","Census Tract 8158, Cook County, Illinois","95096","8702",
"1400000US17031815900","Census Tract 8159, Cook County, Illinois","58859","9457",
"1400000US17031816000","Census Tract 8160, Cook County, Illinois","76587","10496",
"1400000US17031816100","Census Tract 8161, Cook County, Illinois","62163","15744",
"1400000US17031816200","Census Tract 8162, Cook County, Illinois","61695","5452",
"1400000US17031816300","Census Tract 8163, Cook County, Illinois","64073","6327",
"1400000US17031816401","Census Tract 8164.01, Cook County, Illinois","51850","8179",
"1400000US17031816402","Census Tract 8164.02, Cook County, Illinois","53611","11988",
"1400000US17031816500","Census Tract 8165, Cook County, Illinois","32667","10732",
"1400000US17031816600","Census Tract 8166, Cook County, Illinois","59940","10843",
"1400000US17031816700","Census Tract 8167, Cook County, Illinois","48506","12056",
"1400000US17031816800","Census Tract 8168, Cook County, Illinois","61192","12217",
"1400000US17031816900","Census Tract 8169, Cook County, Illinois","61923","11999",
"1400000US17031817000","Census Tract 8170, Cook County, Illinois","49468","6423",
"1400000US17031817101","Census Tract 8171.01, Cook County, Illinois","42466","8828",
"1400000US17031817102","Census Tract 8171.02, Cook County, Illinois","74521","7163",
"1400000US17031817200","Census Tract 8172, Cook County, Illinois","48450","7071",
"1400000US17031817300","Census Tract 8173, Cook County, Illinois","43542","11499",
"1400000US17031817400","Census Tract 8174, Cook County, Illinois","56678","14248",
"1400000US17031817500","Census Tract 8175, Cook County, Illinois","40417","12926",
"1400000US17031817600","Census Tract 8176, Cook County, Illinois","46181","8978",
"1400000US17031817700","Census Tract 8177, Cook County, Illinois","65510","9522",
"1400000US17031817900","Census Tract 8179, Cook County, Illinois","53118","10543",
"1400000US17031818000","Census Tract 8180, Cook County, Illinois","52321","12424",
"1400000US17031818100","Census Tract 8181, Cook County, Illinois","102656","15012",
"1400000US17031818200","Census Tract 8182, Cook County, Illinois","80764","13303",
"1400000US17031818300","Census Tract 8183, Cook County, Illinois","60205","6171",
"1400000US17031818401","Census Tract 8184.01, Cook County, Illinois","68355","19027",
"1400000US17031818402","Census Tract 8184.02, Cook County, Illinois","74789","5272",
"1400000US17031818500","Census Tract 8185, Cook County, Illinois","85989","5360",
"1400000US17031818600","Census Tract 8186, Cook County, Illinois","90587","7506",
"1400000US17031818700","Census Tract 8187, Cook County, Illinois","89387","8424",
"1400000US17031818800","Census Tract 8188, Cook County, Illinois","92719","16214",
"1400000US17031818900","Census Tract 8189, Cook County, Illinois","92031","8679",
"1400000US17031819000","Census Tract 8190, Cook County, Illinois","147569","15753",
"1400000US17031819100","Census Tract 8191, Cook County, Illinois","46758","8402",
"1400000US17031819200","Census Tract 8192, Cook County, Illinois","66426","5102",
"1400000US17031819300","Census Tract 8193, Cook County, Illinois","74792","18209",
"1400000US17031819400","Census Tract 8194, Cook County, Illinois","76418","7271",
"1400000US17031819500","Census Tract 8195, Cook County, Illinois","86898","15665",
"1400000US17031819600","Census Tract 8196, Cook County, Illinois","153914","5401",
"1400000US17031819700","Census Tract 8197, Cook County, Illinois","169306","19655",
"1400000US17031819801","Census Tract 8198.01, Cook County, Illinois","178500","20923",
"1400000US17031819802","Census Tract 8198.02, Cook County, Illinois","153393","25903",
"1400000US17031819900","Census Tract 8199, Cook County, Illinois","189531","20463",
"1400000US17031820000","Census Tract 8200, Cook County, Illinois","228125","47025",
"1400000US17031820101","Census Tract 8201.01, Cook County, Illinois","112944","13131",
"1400000US17031820103","Census Tract 8201.03, Cook County, Illinois","71588","21606",
"1400000US17031820104","Census Tract 8201.04, Cook County, Illinois","75603","15903",
"1400000US17031820201","Census Tract 8202.01, Cook County, Illinois","109803","16751",
"1400000US17031820202","Census Tract 8202.02, Cook County, Illinois","54194","6919",
"1400000US17031820300","Census Tract 8203, Cook County, Illinois","59637","10698",
"1400000US17031820400","Census Tract 8204, Cook County, Illinois","41325","6184",
"1400000US17031820501","Census Tract 8205.01, Cook County, Illinois","66480","9357",
"1400000US17031820502","Census Tract 8205.02, Cook County, Illinois","56996","9898",
"1400000US17031820603","Census Tract 8206.03, Cook County, Illinois","59717","6201",
"1400000US17031820604","Census Tract 8206.04, Cook County, Illinois","43723","6850",
"1400000US17031820605","Census Tract 8206.05, Cook County, Illinois","43214","8890",
"1400000US17031820606","Census Tract 8206.06, Cook County, Illinois","72143","6383",
"1400000US17031820700","Census Tract 8207, Cook County, Illinois","65257","13650",
"1400000US17031820800","Census Tract 8208, Cook County, Illinois","71758","6706",
"1400000US17031820901","Census Tract 8209.01, Cook County, Illinois","60672","4787",
"1400000US17031820902","Census Tract 8209.02, Cook County, Illinois","87443","10280",
"1400000US17031821001","Census Tract 8210.01, Cook County, Illinois","54620","8895",
"1400000US17031821002","Census Tract 8210.02, Cook County, Illinois","58828","7927",
"1400000US17031821101","Census Tract 8211.01, Cook County, Illinois","64652","8610",
"1400000US17031821102","Census Tract 8211.02, Cook County, Illinois","61645","10534",
"1400000US17031821200","Census Tract 8212, Cook County, Illinois","45846","15502",
"1400000US17031821300","Census Tract 8213, Cook County, Illinois","45607","5752",
"1400000US17031821401","Census Tract 8214.01, Cook County, Illinois","45457","5577",
"1400000US17031821402","Census Tract 8214.02, Cook County, Illinois","48091","4239",
"1400000US17031821500","Census Tract 8215, Cook County, Illinois","26815","7922",
"1400000US17031821600","Census Tract 8216, Cook County, Illinois","70497","11502",
"1400000US17031821700","Census Tract 8217, Cook County, Illinois","85278","11620",
"1400000US17031821800","Census Tract 8218, Cook County, Illinois","71540","5853",
"1400000US17031821900","Census Tract 8219, Cook County, Illinois","82450","11357",
"1400000US17031822000","Census Tract 8220, Cook County, Illinois","50548","3881",
"1400000US17031822101","Census Tract 8221.01, Cook County, Illinois","65486","10030",
"1400000US17031822102","Census Tract 8221.02, Cook County, Illinois","57137","12710",
"1400000US17031822200","Census Tract 8222, Cook County, Illinois","94211","9324",
"1400000US17031822301","Census Tract 8223.01, Cook County, Illinois","60284","13868",
"1400000US17031822302","Census Tract 8223.02, Cook County, Illinois","54904","13894",
"1400000US17031822400","Census Tract 8224, Cook County, Illinois","45438","10917",
"1400000US17031822500","Census Tract 8225, Cook County, Illinois","76054","12566",
"1400000US17031822601","Census Tract 8226.01, Cook County, Illinois","85556","7872",
"1400000US17031822602","Census Tract 8226.02, Cook County, Illinois","64861","16735",
"1400000US17031822701","Census Tract 8227.01, Cook County, Illinois","55313","13220",
"1400000US17031822702","Census Tract 8227.02, Cook County, Illinois","61342","8114",
"1400000US17031822801","Census Tract 8228.01, Cook County, Illinois","62010","17474",
"1400000US17031822802","Census Tract 8228.02, Cook County, Illinois","64844","12442",
"1400000US17031822900","Census Tract 8229, Cook County, Illinois","51917","12862",
"1400000US17031823001","Census Tract 8230.01, Cook County, Illinois","49034","5192",
"1400000US17031823002","Census Tract 8230.02, Cook County, Illinois","51995","21343",
"1400000US17031823101","Census Tract 8231.01, Cook County, Illinois","51298","10185",
"1400000US17031823102","Census Tract 8231.02, Cook County, Illinois","73464","8189",
"1400000US17031823200","Census Tract 8232, Cook County, Illinois","66639","8643",
"1400000US17031823302","Census Tract 8233.02, Cook County, Illinois","57997","13836",
"1400000US17031823303","Census Tract 8233.03, Cook County, Illinois","71544","10025",
"1400000US17031823304","Census Tract 8233.04, Cook County, Illinois","51450","6194",
"1400000US17031823400","Census Tract 8234, Cook County, Illinois","50619","3417",
"1400000US17031823500","Census Tract 8235, Cook County, Illinois","60156","10066",
"1400000US17031823602","Census Tract 8236.02, Cook County, Illinois","67143","7758",
"1400000US17031823603","Census Tract 8236.03, Cook County, Illinois","38047","13667",
"1400000US17031823604","Census Tract 8236.04, Cook County, Illinois","86771","5954",
"1400000US17031823605","Census Tract 8236.05, Cook County, Illinois","62500","16244",
"1400000US17031823702","Census Tract 8237.02, Cook County, Illinois","59546","6260",
"1400000US17031823703","Census Tract 8237.03, Cook County, Illinois","55389","9819",
"1400000US17031823704","Census Tract 8237.04, Cook County, Illinois","91250","8781",
"1400000US17031823705","Census Tract 8237.05, Cook County, Illinois","59018","9516",
"1400000US17031823801","Census Tract 8238.01, Cook County, Illinois","103160","9380",
"1400000US17031823803","Census Tract 8238.03, Cook County, Illinois","70909","13579",
"1400000US17031823805","Census Tract 8238.05, Cook County, Illinois","54392","9246",
"1400000US17031823806","Census Tract 8238.06, Cook County, Illinois","48050","6308",
"1400000US17031823901","Census Tract 8239.01, Cook County, Illinois","90536","27638",
"1400000US17031823903","Census Tract 8239.03, Cook County, Illinois","88819","15716",
"1400000US17031823904","Census Tract 8239.04, Cook County, Illinois","95156","13317",
"1400000US17031824003","Census Tract 8240.03, Cook County, Illinois","96194","11578",
"1400000US17031824004","Census Tract 8240.04, Cook County, Illinois","86029","18698",
"1400000US17031824005","Census Tract 8240.05, Cook County, Illinois","112125","20389",
"1400000US17031824006","Census Tract 8240.06, Cook County, Illinois","129667","11924",
"1400000US17031824105","Census Tract 8241.05, Cook County, Illinois","111494","8271",
"1400000US17031824106","Census Tract 8241.06, Cook County, Illinois","94764","11689",
"1400000US17031824107","Census Tract 8241.07, Cook County, Illinois","72289","6815",
"1400000US17031824108","Census Tract 8241.08, Cook County, Illinois","94020","10484",
"1400000US17031824113","Census Tract 8241.13, Cook County, Illinois","97365","12862",
"1400000US17031824114","Census Tract 8241.14, Cook County, Illinois","108933","9974",
"1400000US17031824115","Census Tract 8241.15, Cook County, Illinois","74318","11373",
"1400000US17031824116","Census Tract 8241.16, Cook County, Illinois","68125","15655",
"1400000US17031824117","Census Tract 8241.17, Cook County, Illinois","102696","7224",
"1400000US17031824119","Census Tract 8241.19, Cook County, Illinois","106607","16200",
"1400000US17031824120","Census Tract 8241.20, Cook County, Illinois","100911","20779",
"1400000US17031824121","Census Tract 8241.21, Cook County, Illinois","81570","6069",
"1400000US17031824122","Census Tract 8241.22, Cook County, Illinois","92476","9022",
"1400000US17031824123","Census Tract 8241.23, Cook County, Illinois","71671","7347",
"1400000US17031824300","Census Tract 8243, Cook County, Illinois","31480","7280",
"1400000US17031824400","Census Tract 8244, Cook County, Illinois","39080","7973",
"1400000US17031824503","Census Tract 8245.03, Cook County, Illinois","70133","11647",
"1400000US17031824505","Census Tract 8245.05, Cook County, Illinois","79904","11410",
"1400000US17031824506","Census Tract 8245.06, Cook County, Illinois","64908","5820",
"1400000US17031824507","Census Tract 8245.07, Cook County, Illinois","65682","12098",
"1400000US17031824601","Census Tract 8246.01, Cook County, Illinois","78444","3756",
"1400000US17031824602","Census Tract 8246.02, Cook County, Illinois","62096","11925",
"1400000US17031824701","Census Tract 8247.01, Cook County, Illinois","67682","9007",
"1400000US17031824702","Census Tract 8247.02, Cook County, Illinois","51038","3904",
"1400000US17031824800","Census Tract 8248, Cook County, Illinois","38281","12383",
"1400000US17031824900","Census Tract 8249, Cook County, Illinois","41090","7271",
"1400000US17031825000","Census Tract 8250, Cook County, Illinois","63581","8545",
"1400000US17031825200","Census Tract 8252, Cook County, Illinois","79688","8276",
"1400000US17031825302","Census Tract 8253.02, Cook County, Illinois","70341","8549",
"1400000US17031825303","Census Tract 8253.03, Cook County, Illinois","66684","6699",
"1400000US17031825304","Census Tract 8253.04, Cook County, Illinois","70781","11827",
"1400000US17031825400","Census Tract 8254, Cook County, Illinois","63606","5009",
"1400000US17031825501","Census Tract 8255.01, Cook County, Illinois","56976","4257",
